original_index,positive_sentences,integrated_sentences,doi
18/308,The spectroscopy studies in- dicate that Bi2Te3 is an indirect narrowband-gap (∼150 meV) topological insulator with a single Dirac cone at the ¯ point [6].,"This weak binding force between Te atoms in adjacent QLs accounts for the easy cleav- age along the ab-plane perpendicular to the c-axis, and the anisotropic thermal and electronic transport properties arise from these structural properties. The spectroscopy studies in- dicate that Bi2Te3 is an indirect narrowband-gap (∼150 meV) topological insulator with a single Dirac cone at the ¯ point [6].",139/10.1103/PhysRevB.105.115120
26/308,"These measurements are quite useful in understanding the electron dynamics and electronic band structure, and they may give useful information about the topological surface states.","So far, however, the magnetotransport and high- resolution ARPES measurements of Pd-doped Bi2Te3 have not been explored yet. These measurements are quite useful in understanding the electron dynamics and electronic band structure, and they may give useful information about the topological surface states.",139/10.1103/PhysRevB.105.115120
33/308,"By combining the results from ARPES and SdH oscillation measurements, we are able to discuss the macroscopic mag- netotransport properties from the viewpoint of microscopic electronic band structure. II.","The evolution of the electronic transport and topological sur- face state properties upon Pd doping is discussed in light of magnetoresistance, quantum oscillations, WAL, and the electronic structure revealed by high-resolution ARPES. By combining the results from ARPES and SdH oscillation measurements, we are able to discuss the macroscopic mag- netotransport properties from the viewpoint of microscopic electronic band structure. II.",139/10.1103/PhysRevB.105.115120
61/308,Theoretical studies by Black-Schaffer et al. on the role of subsurface impurities and vacancies in the 3D TIs suggested that bulk impurities can give rise to gapless bulk conduc- tivity and may mask the surface transport properties [25].,The electronic properties of these compounds strongly depend on the internal defects and inhomogeneity in the material. Theoretical studies by Black-Schaffer et al. on the role of subsurface impurities and vacancies in the 3D TIs suggested that bulk impurities can give rise to gapless bulk conduc- tivity and may mask the surface transport properties [25].,139/10.1103/PhysRevB.105.115120
87/308,"A large value of MR and high mobility have been a feature of semimetals such as bismuth, graphene, zero-gap semiconductors silver chalco- genides (Ag2+δSe, Ag2+δTe), Dirac and Weyl materials, and Heusler compounds [31–36].","Generally, high MR values are realized in semimetals, where electron and hole pockets coexist at the Fermi level [31]. A large value of MR and high mobility have been a feature of semimetals such as bismuth, graphene, zero-gap semiconductors silver chalco- genides (Ag2+δSe, Ag2+δTe), Dirac and Weyl materials, and Heusler compounds [31–36].",139/10.1103/PhysRevB.105.115120
88/308,"The linear band dispersion as revealed by ARPES may results in high mobility, possibly due to high Fermi velocity of massless particles [37].","A large value of MR and high mobility have been a feature of semimetals such as bismuth, graphene, zero-gap semiconductors silver chalco- genides (Ag2+δSe, Ag2+δTe), Dirac and Weyl materials, and Heusler compounds [31–36]. The linear band dispersion as revealed by ARPES may results in high mobility, possibly due to high Fermi velocity of massless particles [37].",139/10.1103/PhysRevB.105.115120
141/308,The EDC peak at the Dirac point can be ﬁtted with a single Lorentzian suggesting no energy gap.,(g)–(k) Energy distribution curves (EDCs) at the ¯-point (kx = 0). The EDC peak at the Dirac point can be ﬁtted with a single Lorentzian suggesting no energy gap.,139/10.1103/PhysRevB.105.115120
165/308,"A set of constant energy contours at different energies (a) Bi2Te3, (b) Pd0.05Bi2Te3, and (c) Pd0.10Bi2Te3, respectively.","The EDC peaks at the Dirac point can be ﬁtted by a 115120-6MAGNETOTRANSPORT AND HIGH-RESOLUTION … PHYSICAL REVIEW B 105, 115120 (2022) FIG. 6. A set of constant energy contours at different energies (a) Bi2Te3, (b) Pd0.05Bi2Te3, and (c) Pd0.10Bi2Te3, respectively.",139/10.1103/PhysRevB.105.115120
168/308,single Lorentzian function suggesting the gapless TSS for PdxBi2Te3(0 ⩽x ⩽0.20) samples in agreement with nonzero Berry phase.,(d) The electron charge carrier density at the surface as a function of Pd doping concentration. single Lorentzian function suggesting the gapless TSS for PdxBi2Te3(0 ⩽x ⩽0.20) samples in agreement with nonzero Berry phase.,139/10.1103/PhysRevB.105.115120
169/308,One can see the Dirac conelike TSSs crossing the Fermi level as well as signals from the bulk valence-band pro- jections.,single Lorentzian function suggesting the gapless TSS for PdxBi2Te3(0 ⩽x ⩽0.20) samples in agreement with nonzero Berry phase. One can see the Dirac conelike TSSs crossing the Fermi level as well as signals from the bulk valence-band pro- jections.,139/10.1103/PhysRevB.105.115120
171/308,"In this study, pristine Bi2Te3 is apparently n-type because the Fermi level intersects with the bulk con- duction band (Fig. S7 [16]); the electronlike conduction band is compatible with the negative Hall coefﬁcient in the bulk.","In the case of pristine Bi2Te3, there exist electronlike conduction bands inside the TSSs for the upper part of the Dirac cone [6,7]. In this study, pristine Bi2Te3 is apparently n-type because the Fermi level intersects with the bulk con- duction band (Fig. S7 [16]); the electronlike conduction band is compatible with the negative Hall coefﬁcient in the bulk.",139/10.1103/PhysRevB.105.115120
175/308,"It should be noted that the topological surface state of x = 0.05 is well-isolated from the bulk band at EF, and the electric transport is governed by the surface state.","Note that bulk valence bands cross the Fermi level for the x ⩾0.1 samples, in agreement with the positive Hall coefﬁcient in the bulk. It should be noted that the topological surface state of x = 0.05 is well-isolated from the bulk band at EF, and the electric transport is governed by the surface state.",139/10.1103/PhysRevB.105.115120
176/308,"On the other hand, for higher compo- sitions, the bulk valence bands go across EF, indicating that the contribution of the surface states might be masked by the bulk carriers in the transport properties.","It should be noted that the topological surface state of x = 0.05 is well-isolated from the bulk band at EF, and the electric transport is governed by the surface state. On the other hand, for higher compo- sitions, the bulk valence bands go across EF, indicating that the contribution of the surface states might be masked by the bulk carriers in the transport properties.",139/10.1103/PhysRevB.105.115120
177/308,"Note that other doped topological insulators AxBi2Se3 (Sr,Nb,Cu) are reported to show a downward shift of the Dirac point with an increase in dopant concentration [47–50].","On the other hand, for higher compo- sitions, the bulk valence bands go across EF, indicating that the contribution of the surface states might be masked by the bulk carriers in the transport properties. Note that other doped topological insulators AxBi2Se3 (Sr,Nb,Cu) are reported to show a downward shift of the Dirac point with an increase in dopant concentration [47–50].",139/10.1103/PhysRevB.105.115120
179/308,We found that the difference in energy is at most ∼8 meV.,The position- and time- dependent ARPES results on x = 0.10 and 0.20 are presented in the supplemental material (see Figs. S8 and S9 [16]). We found that the difference in energy is at most ∼8 meV.,139/10.1103/PhysRevB.105.115120
182/308,"After 24 h of cleavage, the DP was shifted to lower energy, likely due to the adsorption of residual gas on the sample surface.","These results indicate the magnitude of the homogeneity. After 24 h of cleavage, the DP was shifted to lower energy, likely due to the adsorption of residual gas on the sample surface.",139/10.1103/PhysRevB.105.115120
189/308,The saturation of the doping level of the TSSs above x = 0.1 where the valence-band maximum (VBM) starts to cross the Fermi level.,After that the TSS density remains es- sentially unchanged. The saturation of the doping level of the TSSs above x = 0.1 where the valence-band maximum (VBM) starts to cross the Fermi level.,139/10.1103/PhysRevB.105.115120
190/308,One can expect a signif- icant contribution from the bulk valence band for the x ⩾0.1 sample.,The saturation of the doping level of the TSSs above x = 0.1 where the valence-band maximum (VBM) starts to cross the Fermi level. One can expect a signif- icant contribution from the bulk valence band for the x ⩾0.1 sample.,139/10.1103/PhysRevB.105.115120
199/308,The reduction in the kF value obtained from magnetotransport is likely due to the band bending induced by the Schottky barrier leading to the shifting of the Fermi level toward the Dirac point.,"The Fermi wave number obtained from the SdH oscillation is almost identical for x = 0.05 and 0.10 samples, kF ∼1 × 106 cm–1, and the values are smaller by a factor of 1/7 (x = 0.05) and 1/4 (x = 0.10) in compar- ison to that obtained from ARPES results. The reduction in the kF value obtained from magnetotransport is likely due to the band bending induced by the Schottky barrier leading to the shifting of the Fermi level toward the Dirac point.",139/10.1103/PhysRevB.105.115120
200/308,"We assume the band bending is saturated if the valence band crosses the Fermi level, as shown in Fig. 5.","The reduction in the kF value obtained from magnetotransport is likely due to the band bending induced by the Schottky barrier leading to the shifting of the Fermi level toward the Dirac point. We assume the band bending is saturated if the valence band crosses the Fermi level, as shown in Fig. 5.",139/10.1103/PhysRevB.105.115120
204/308,We assume that the effective mass given by SdH and ARPES is similar in spite of the difference in the kF value because of the linearity of the band dispersion of the TSSs.,"On the other hand, the cyclotron mass, mc ∼0.1me for x = 0.05 and 0.10 sam- ples, obtained from the SdH oscillation is close to the effective mass m∗∼0.2me evaluated in the ARPES experiments. We assume that the effective mass given by SdH and ARPES is similar in spite of the difference in the kF value because of the linearity of the band dispersion of the TSSs.",139/10.1103/PhysRevB.105.115120
206/308,"As the Berry phase is closer to π, we assume that the parameters obtained by the SdH oscillation derive mainly from the TSSs, while the carrier density is likely reduced due to the band bending.","Furthermore, we should note that the mean free path, l = vFτ = 13–15 nm, obtained from the SdH oscillation is close to the values l = 1/δk = vFτ = 17–50 nm evaluated from ARPES. As the Berry phase is closer to π, we assume that the parameters obtained by the SdH oscillation derive mainly from the TSSs, while the carrier density is likely reduced due to the band bending.",139/10.1103/PhysRevB.105.115120
209/308,"The Schottky barrier induces band bending at the interface, which modiﬁes the energy position of the Dirac point location in the near surface region [18,54].","While the TSSs on the surface are directly observed by ARPES, the metal-semiconductor contacts are inevitable for the transport measurements. The Schottky barrier induces band bending at the interface, which modiﬁes the energy position of the Dirac point location in the near surface region [18,54].",139/10.1103/PhysRevB.105.115120
219/308,"This is consistent with the ARPES results, in which both the Dirac cone and bulk derived valence states are pushed toward the Fermi level upon the addition of Pd.","Hall measurement shows the crossover from n-type charge carriers in undoped Bi2Te3 to p-type charge carriers upon Pd doping in the bulk. This is consistent with the ARPES results, in which both the Dirac cone and bulk derived valence states are pushed toward the Fermi level upon the addition of Pd.",139/10.1103/PhysRevB.105.115120
220/308,"In addition to the energy shift of the Dirac point, quasi- particle properties such as the effective mass and the mean free path are consistent with the SdH oscillation and ARPES measurements, which are consistent with the linearity of the band dispersion of the TSS.","This is consistent with the ARPES results, in which both the Dirac cone and bulk derived valence states are pushed toward the Fermi level upon the addition of Pd. In addition to the energy shift of the Dirac point, quasi- particle properties such as the effective mass and the mean free path are consistent with the SdH oscillation and ARPES measurements, which are consistent with the linearity of the band dispersion of the TSS.",139/10.1103/PhysRevB.105.115120
8/214,"Far from C, i.e., where is deﬁned the nat- ural dispersion of a photon, a transverse electrical ﬁeld can- not propagate with a consequence that a transverse optic mode reduces to a purely mechanical vibration.","The reason is that the “x vs. q” dispersion of a photon, governed by the speed of light in the crystal (scaled down from that in a vacuum, i.e., c, via the relative dielectric function er of the crystal), is quasi vertical on the q scale given by the Brillouin zone size. Far from C, i.e., where is deﬁned the nat- ural dispersion of a photon, a transverse electrical ﬁeld can- not propagate with a consequence that a transverse optic mode reduces to a purely mechanical vibration.",111/10.1063/1.4967315
14/214,We may retain that the xT  xL optic band remains forbidden for the propaga- tion of a PP mode in the bulk of a zincblende-type AB compound.,"As for the upper PPþ branch, this is photon-like away from C well beyond the phonon resonance (x  xT) and asymptoti- cally converges onto the xL frequency near C, being clear that one cannot distinguish between a transverse optic mode and its LO counterpart strictly at q ¼ 0. We may retain that the xT  xL optic band remains forbidden for the propaga- tion of a PP mode in the bulk of a zincblende-type AB compound.",111/10.1063/1.4967315
