original_index,positive_sentences,integrated_sentences,doi
40/208,"In con- trast, the dyz band up-shifts more greatly than the dxz band at low pump ﬂuence (Fig. 2(b)).","The dxz band moves down gradually with increasing pump ﬂuence (Fig. 2(a)), with a shift of approximately 13 meV at a pump ﬂuence of 0.242 mJ/cm2 and delay time near 0.2 ps. In con- trast, the dyz band up-shifts more greatly than the dxz band at low pump ﬂuence (Fig. 2(b)).",183/10.1103/PhysRevLett.128.246401
42/208,"On the basis of band shifts as a function of delay time, the band shift os- cillates at a frequency of approximately 5.28 THz, which is the photoinduced A1g coherent phonon mode [33].","For the band dz2, the shift is only resolvable near time zero (Fig. 2(c)). On the basis of band shifts as a function of delay time, the band shift os- cillates at a frequency of approximately 5.28 THz, which is the photoinduced A1g coherent phonon mode [33].",183/10.1103/PhysRevLett.128.246401
43/208,"Detailed pump-ﬂuence dependencies of the band shifts show that both the dxz and dz2 bands shift almost linearly to the pump ﬂu- ence within our time and energy resolution (Figs. 2(d)–(f)), and only in the dyz band the pump-induced band shift increase signiﬁcantly below the critical pump ﬂuence Fc1 and drop above the critical pump ﬂuence Fc2 for delay times of 0.2, 0.5, and 1 ps.","On the basis of band shifts as a function of delay time, the band shift os- cillates at a frequency of approximately 5.28 THz, which is the photoinduced A1g coherent phonon mode [33]. Detailed pump-ﬂuence dependencies of the band shifts show that both the dxz and dz2 bands shift almost linearly to the pump ﬂu- ence within our time and energy resolution (Figs. 2(d)–(f)), and only in the dyz band the pump-induced band shift increase signiﬁcantly below the critical pump ﬂuence Fc1 and drop above the critical pump ﬂuence Fc2 for delay times of 0.2, 0.5, and 1 ps.",183/10.1103/PhysRevLett.128.246401
44/208,The absence of the two critical ﬂuences at a delay time of 3 ps in band dyz suggests that the recovery time of the two phase transitions is shorter than 3 ps.,"Detailed pump-ﬂuence dependencies of the band shifts show that both the dxz and dz2 bands shift almost linearly to the pump ﬂu- ence within our time and energy resolution (Figs. 2(d)–(f)), and only in the dyz band the pump-induced band shift increase signiﬁcantly below the critical pump ﬂuence Fc1 and drop above the critical pump ﬂuence Fc2 for delay times of 0.2, 0.5, and 1 ps. The absence of the two critical ﬂuences at a delay time of 3 ps in band dyz suggests that the recovery time of the two phase transitions is shorter than 3 ps.",183/10.1103/PhysRevLett.128.246401
46/208,"2. Time- and ﬂuence-dependent energy shifts of dxz, dyz, and dz2 bands.","We note that even under strongly non-equilibrium situation the nematic or- der is destroyed, but with probe beam spot comparable to the3 30 20 10 0  ∆E (meV)  -40 -30 -20 -10 0  ∆E (meV)  0.5 0.4 0.3 0.2 0.1 0 Fluence (mJ/cm 2) -40 -30 -20 -10 0  ∆E (meV)  -30 -20 -10 0  ∆E (meV)  30 20 10 0  ∆E (meV) -30 -20 -10 0  ∆E (meV)  2 1 0 DelayTime (ps) (a) (b) (d) (e) (f) (c)  0.023  0.092  0.173  0.242 xz d yz d 2 z d 1 cF 2 cF  0.2 0.5 1 3  0.2 0.5 1 3  0.2 0.5 1 3 xz d yz d 2 z d FIG. 2. Time- and ﬂuence-dependent energy shifts of dxz, dyz, and dz2 bands.",183/10.1103/PhysRevLett.128.246401
48/208,Energies of the bands are determined at the momentum shown in the inset of (c).,"(a), (b), and (c) Time-delay-dependent energy shifts of the three aforementioned bands at pump ﬂuences of 0.023, 0.092, 0.173, and 0.242 mJ/cm2. Energies of the bands are determined at the momentum shown in the inset of (c).",183/10.1103/PhysRevLett.128.246401
57/208,"Such an energy scale at approximately 0.06 eV shown in the non-equilibrium quasiparticle recovery rate is an evidence of electrons scattered with some collective excitation, or a band gap at this energy.","Such a critical pump ﬂuence at Fc2 is clearly evidenced by analysis of the slope of the de- cay rate as a function of energy in detail (Fig. 3(c)). Such an energy scale at approximately 0.06 eV shown in the non-equilibrium quasiparticle recovery rate is an evidence of electrons scattered with some collective excitation, or a band gap at this energy.",183/10.1103/PhysRevLett.128.246401
58/208,"However, in FeSe the cutoff energy of the phonon modes is approximately 40 meV [34] and there is no report of spin ﬂuctuation or other bosonic modes at approxi- mately 0.06 eV. Thus, such an energy scale of 0.06 eV pos- sibly results from electrons scattered with a band gap at this energy scale near the Fermi energy.","Such an energy scale at approximately 0.06 eV shown in the non-equilibrium quasiparticle recovery rate is an evidence of electrons scattered with some collective excitation, or a band gap at this energy. However, in FeSe the cutoff energy of the phonon modes is approximately 40 meV [34] and there is no report of spin ﬂuctuation or other bosonic modes at approxi- mately 0.06 eV. Thus, such an energy scale of 0.06 eV pos- sibly results from electrons scattered with a band gap at this energy scale near the Fermi energy.",183/10.1103/PhysRevLett.128.246401
66/208,"gap near the Brillouin zone center, but instead, equilibrium ARPES experiments at the M point in the FeSe family evi- denced a band gap between dxz and dyz of approximately 50 meV, which can be the orbital order parameter, below approx- imately 120 K [19, 22, 32, 35].","The Sslow and Shigh are determined by ﬁtting the decay rates below 0.05 eV and above 0.07 eV in (b) to linear functions. gap near the Brillouin zone center, but instead, equilibrium ARPES experiments at the M point in the FeSe family evi- denced a band gap between dxz and dyz of approximately 50 meV, which can be the orbital order parameter, below approx- imately 120 K [19, 22, 32, 35].",183/10.1103/PhysRevLett.128.246401
67/208,"We speculate that the direct hopping of electrons between the gapped bands would excite electrons with energy below the energy gap, hindering the re- covery of the low-energy non-equilibrium quasiparticles, like the role played by bosonic modes at this energy [36, 37].","gap near the Brillouin zone center, but instead, equilibrium ARPES experiments at the M point in the FeSe family evi- denced a band gap between dxz and dyz of approximately 50 meV, which can be the orbital order parameter, below approx- imately 120 K [19, 22, 32, 35]. We speculate that the direct hopping of electrons between the gapped bands would excite electrons with energy below the energy gap, hindering the re- covery of the low-energy non-equilibrium quasiparticles, like the role played by bosonic modes at this energy [36, 37].",183/10.1103/PhysRevLett.128.246401
69/208,"The temperature-dependent band shift of dyz is similar to the ﬂuence-dependent band shift, as evi- denced by two temperature scales at approximately 90 K (Ts) and 120 K (TM).","To reveal the underlying physics of the two ultrafast elec- tronic phase transitions, detailed equilibrium-temperature- dependent measurements were taken at the Brillouin-zone center (Fig. 4(a)). The temperature-dependent band shift of dyz is similar to the ﬂuence-dependent band shift, as evi- denced by two temperature scales at approximately 90 K (Ts) and 120 K (TM).",183/10.1103/PhysRevLett.128.246401
70/208,"The consistency of the shape of the curve of the dyz band shift between the temperature- and pump- ﬂuence-dependent measurements, and the similar energy scale between that from the non-equilibrium quasiparticle rate and the band gap at point M below 120 K strongly suggest that Fc2 is the critical ﬂuence quenching the M point dyz-dxz band gap (the orbital order) and that Fc1 is the ﬂuence draining the nematic states (Supplemental Discussion #2[38]).","The temperature-dependent band shift of dyz is similar to the ﬂuence-dependent band shift, as evi- denced by two temperature scales at approximately 90 K (Ts) and 120 K (TM). The consistency of the shape of the curve of the dyz band shift between the temperature- and pump- ﬂuence-dependent measurements, and the similar energy scale between that from the non-equilibrium quasiparticle rate and the band gap at point M below 120 K strongly suggest that Fc2 is the critical ﬂuence quenching the M point dyz-dxz band gap (the orbital order) and that Fc1 is the ﬂuence draining the nematic states (Supplemental Discussion #2[38]).",183/10.1103/PhysRevLett.128.246401
74/208,"(a) Equilibrium-temperature-dependent energy shift of dxz, dyz, and dz2 bands.","Comparison between equilibrium thermally and non-equilibrium optically pump-induced phase transitions. (a) Equilibrium-temperature-dependent energy shift of dxz, dyz, and dz2 bands.",183/10.1103/PhysRevLett.128.246401
75/208,Ts denotes temperature of nematic phase and structural transition; TM denotes temperature of rising band gap between hole and electron bands at point M.,"(a) Equilibrium-temperature-dependent energy shift of dxz, dyz, and dz2 bands. Ts denotes temperature of nematic phase and structural transition; TM denotes temperature of rising band gap between hole and electron bands at point M.",183/10.1103/PhysRevLett.128.246401
