original_index,positive_sentences,integrated_sentences,doi
1906/2115,"Shin, S. S. et al. Solvent-engineering method to deposit compact bismuth-based thin  films: mechanism and application to photovoltaics. Chem. Mater. 30, 336–343 (2018). 337.","Interfaces 10, 35000–35007 (2018). 336. Shin, S. S. et al. Solvent-engineering method to deposit compact bismuth-based thin  films: mechanism and application to photovoltaics. Chem. Mater. 30, 336–343 (2018). 337.",123/10.1088/1361-6528/abcf6d
1913/2115,"Kulkarni, A. et al. Vapor annealing controlled crystal growth and photovoltaic  performance of bismuth triiodide embedded in mesostructured configurations. ACS  Appl. Mater.","Baciak, J. E., Nino, J. C., Qiu, W. & Lintereur, A. Single-Crystal Bismuth Iodide  Gamma-Ray Spectrometers. (2012). 340. Kulkarni, A. et al. Vapor annealing controlled crystal growth and photovoltaic  performance of bismuth triiodide embedded in mesostructured configurations. ACS  Appl. Mater.",123/10.1088/1361-6528/abcf6d
1915/2115,"Zhang, Y. et al. Mesoporous TiO2-based photoanode sensitized by BiOI and  investigation of its photovoltaic behavior.","Interfaces 10, 9547–9554 (2018). 341. Zhang, Y. et al. Mesoporous TiO2-based photoanode sensitized by BiOI and  investigation of its photovoltaic behavior.",123/10.1088/1361-6528/abcf6d
1917/2115,"Hahn, N. T., Rettie, A. J. E., Beal, S. K., Fullon, R. R. & Mullins, C. B. N-BiSI thin  films: Selenium doping and solar cell behavior. J. Phys. Chem.","Langmuir 31, 10279–10284 (2015). 342. Hahn, N. T., Rettie, A. J. E., Beal, S. K., Fullon, R. R. & Mullins, C. B. N-BiSI thin  films: Selenium doping and solar cell behavior. J. Phys. Chem.",123/10.1088/1361-6528/abcf6d
1919/2115,"Ganose, A. M., Matsumoto, S., Buckeridge, J. & Scanlon, D. O. Defect engineering of  earth-abundant solar absorbers BiSI and BiSeI. Chem. Mater.","C 116, 24878–24886  (2012). 343. Ganose, A. M., Matsumoto, S., Buckeridge, J. & Scanlon, D. O. Defect engineering of  earth-abundant solar absorbers BiSI and BiSeI. Chem. Mater.",123/10.1088/1361-6528/abcf6d
1923/2115,"Lin, K. et al. Perovskite light-emitting diodes with external quantum efficiency  exceeding 20 per cent.","IEEE J.  Photovoltaics 2, 303–311 (2012). 345. Lin, K. et al. Perovskite light-emitting diodes with external quantum efficiency  exceeding 20 per cent.",123/10.1088/1361-6528/abcf6d
1926/2115,"Mondal, N., De, A. & Samanta, A. Achieving near-unity photoluminescence efficiency  for blue-violet-emitting perovskite nanocrystals. ACS Energy Lett.","Stranks, S. D., Hoye, R. L. Z., Di, D., Friend, R. H. & Deschler, F. The physics of light  emission in halide perovskite devices. Adv. Mater. 31, 1803336 (2019). 347. Mondal, N., De, A. & Samanta, A. Achieving near-unity photoluminescence efficiency  for blue-violet-emitting perovskite nanocrystals. ACS Energy Lett.",123/10.1088/1361-6528/abcf6d
1928/2115,"Wu, Y. et al. In situ passivation of PbBr64--octahedra toward blue luminescent  CsPbBr3 nanoplatelets with near 100% absolute quantum yield. ACS Energy Lett.","4, 32–39 (2018).157 348. Wu, Y. et al. In situ passivation of PbBr64--octahedra toward blue luminescent  CsPbBr3 nanoplatelets with near 100% absolute quantum yield. ACS Energy Lett.",123/10.1088/1361-6528/abcf6d
1930/2115,"Zhao, B. et al. High-efficiency perovskite--polymer bulk heterostructure light-emitting  diodes. Nat.","3,  2030–2037 (2018). 349. Zhao, B. et al. High-efficiency perovskite--polymer bulk heterostructure light-emitting  diodes. Nat.",123/10.1088/1361-6528/abcf6d
1934/2115,"Shamsi, J., Urban, A. S., Imran, M., De Trizio, L. & Manna, L. Metal halide  perovskite nanocrystals: synthesis, post-synthesis modifications, and their optical  properties. Chem.","Photonics 12, 681–687 (2018). 351. Shamsi, J., Urban, A. S., Imran, M., De Trizio, L. & Manna, L. Metal halide  perovskite nanocrystals: synthesis, post-synthesis modifications, and their optical  properties. Chem.",123/10.1088/1361-6528/abcf6d
1936/2115,"Hoye, R. L. Z. et al. Enhanced performance in fluorene-free organometal halide  perovskite light-emitting diodes using tunable, low electron affinity oxide electron  injectors. Adv. Mater.","Rev. 119, 3296–3348 (2019). 352. Hoye, R. L. Z. et al. Enhanced performance in fluorene-free organometal halide  perovskite light-emitting diodes using tunable, low electron affinity oxide electron  injectors. Adv. Mater.",123/10.1088/1361-6528/abcf6d
1938/2115,"Adjokatse, S., Fang, H.-H. & Loi, M. A. Broadly tunable metal halide perovskites for  solid-state light-emission applications. Mater.","27, 1414–1419 (2015). 353. Adjokatse, S., Fang, H.-H. & Loi, M. A. Broadly tunable metal halide perovskites for  solid-state light-emission applications. Mater.",123/10.1088/1361-6528/abcf6d
1943/2115,"Khalfin, S. & Bekenstein, Y. Advances in lead-free double perovskite nanocrystals,  engineering band-gaps and enhancing stability through composition tunability.","2, 1089–1098  (2017). 356. Khalfin, S. & Bekenstein, Y. Advances in lead-free double perovskite nanocrystals,  engineering band-gaps and enhancing stability through composition tunability.",123/10.1088/1361-6528/abcf6d
1947/2115,"Sun, J., Yang, J., Lee, J. I., Cho, J. H. & Kang, M. S. Lead-free perovskite  nanocrystals for light-emitting devices. J. Phys. Chem. Lett.","A158 6, 21666–21675 (2018). 358. Sun, J., Yang, J., Lee, J. I., Cho, J. H. & Kang, M. S. Lead-free perovskite  nanocrystals for light-emitting devices. J. Phys. Chem. Lett.",123/10.1088/1361-6528/abcf6d
1949/2115,"Ma, Z. et al. Electrically-Driven Violet Light-Emitting Devices Based on Highly  Stable Lead-Free Perovskite Cs3Sb2Br9 Quantum Dots. ACS Energy Lett. 5, 385–394  (2019). 360.","9, 1573–1583 (2018). 359. Ma, Z. et al. Electrically-Driven Violet Light-Emitting Devices Based on Highly  Stable Lead-Free Perovskite Cs3Sb2Br9 Quantum Dots. ACS Energy Lett. 5, 385–394  (2019). 360.",123/10.1088/1361-6528/abcf6d
1953/2115,"Tan, Z. et al. Highly Efficient Blue-Emitting Bi-Doped Cs2SnCl6 Perovskite Variant: Photoluminescence Induced by Impurity Doping. Adv. Funct. Mater.","Leng, M. et al. All-inorganic bismuth-based perovskite quantum dots with bright blue  photoluminescence and excellent stability. Adv. Funct. Mater. 28, 1704446 (2018). 362. Tan, Z. et al. Highly Efficient Blue-Emitting Bi-Doped Cs2SnCl6 Perovskite Variant: Photoluminescence Induced by Impurity Doping. Adv. Funct. Mater.",123/10.1088/1361-6528/abcf6d
1955/2115,"Yang, B. et al. Lead-free direct band gap double-perovskite nanocrystals with bright  dual-color emission. J. Am. Chem. Soc.","28, 1801131  (2018). 363. Yang, B. et al. Lead-free direct band gap double-perovskite nanocrystals with bright  dual-color emission. J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1957/2115,"Han, P. et al. Lead-Free Sodium--Indium Double Perovskite Nanocrystals through  Doping Silver Cations for Bright Yellow Emission. Angew. Chemie Int.","140, 17001–17006 (2018). 364. Han, P. et al. Lead-Free Sodium--Indium Double Perovskite Nanocrystals through  Doping Silver Cations for Bright Yellow Emission. Angew. Chemie Int.",123/10.1088/1361-6528/abcf6d
1959/2115,"Han, P. et al. Manganese-Doped, Lead-Free Double Perovskite Nanocrystals for  Bright Orange-Red Emission. ACS Cent.","Ed. 58,  17231–17235 (2019). 365. Han, P. et al. Manganese-Doped, Lead-Free Double Perovskite Nanocrystals for  Bright Orange-Red Emission. ACS Cent.",123/10.1088/1361-6528/abcf6d
1961/2115,"Lai, M. L. et al. Tunable near-infrared luminescence in tin halide perovskite devices. J.  Phys. Chem. Lett.","Sci. 6, 566–572 (2020). 366. Lai, M. L. et al. Tunable near-infrared luminescence in tin halide perovskite devices. J.  Phys. Chem. Lett.",123/10.1088/1361-6528/abcf6d
1963/2115,"Qiu, W. et al. Mixed Lead--Tin Halide Perovskites for Efficient and Wavelength- Tunable Near-Infrared Light-Emitting Diodes. Adv. Mater. 31, 1806105 (2019). 368.","7, 2653–2658 (2016). 367. Qiu, W. et al. Mixed Lead--Tin Halide Perovskites for Efficient and Wavelength- Tunable Near-Infrared Light-Emitting Diodes. Adv. Mater. 31, 1806105 (2019). 368.",123/10.1088/1361-6528/abcf6d
1964/2115,"Lanzetta, L., Marin-Beloqui, J. M., Sanchez-Molina, I., Ding, D. & Haque, S. A. Two-159 dimensional organic tin halide perovskites with tunable visible emission and their use  in light-emitting devices. ACS Energy Lett.","Qiu, W. et al. Mixed Lead--Tin Halide Perovskites for Efficient and Wavelength- Tunable Near-Infrared Light-Emitting Diodes. Adv. Mater. 31, 1806105 (2019). 368. Lanzetta, L., Marin-Beloqui, J. M., Sanchez-Molina, I., Ding, D. & Haque, S. A. Two-159 dimensional organic tin halide perovskites with tunable visible emission and their use  in light-emitting devices. ACS Energy Lett.",123/10.1088/1361-6528/abcf6d
1969/2115,"Huang, H., Pradhan, B., Hofkens, J., Roeffaers, M. B. J. & Steele, J. A. Solar-Driven  Metal Halide Perovskite Photocatalysis: Design, Stability, and Performance. ACS  Energy Lett.","Rev. 44, 5371–5408 (2015). 371. Huang, H., Pradhan, B., Hofkens, J., Roeffaers, M. B. J. & Steele, J. A. Solar-Driven  Metal Halide Perovskite Photocatalysis: Design, Stability, and Performance. ACS  Energy Lett.",123/10.1088/1361-6528/abcf6d
1971/2115,"Fujishima, A. & Honda, K. Electrochemical photolysis of water at a semiconductor  electrode.","5, 1107–1123 (2020). 372. Fujishima, A. & Honda, K. Electrochemical photolysis of water at a semiconductor  electrode.",123/10.1088/1361-6528/abcf6d
1979/2115,"Park, S. et al. Photocatalytic hydrogen generation from hydriodic acid using  methylammonium lead iodide in dynamic equilibrium with aqueous solution. Nat.","Nature 414, 338–344 (2001). 376. Park, S. et al. Photocatalytic hydrogen generation from hydriodic acid using  methylammonium lead iodide in dynamic equilibrium with aqueous solution. Nat.",123/10.1088/1361-6528/abcf6d
1981/2115,"Ahmad, S. et al. Triple-Cation-Based Perovskite Photocathodes with AZO Protective  Layer for Hydrogen Production Applications. ACS Appl. Mater.","Energy 2, 16185 (2017). 377. Ahmad, S. et al. Triple-Cation-Based Perovskite Photocathodes with AZO Protective  Layer for Hydrogen Production Applications. ACS Appl. Mater.",123/10.1088/1361-6528/abcf6d
1986/2115,"Murphy, A. B. et al. Efficiency of solar water splitting using semiconductor electrodes. Int.","Andrei, V., Reuillard, B. & Reisner, E. Bias-free solar syngas production by  integrating a molecular cobalt catalyst with perovskite--BiVO 4 tandems. Nat. Mater. 19, 189–194 (2020). 380. Murphy, A. B. et al. Efficiency of solar water splitting using semiconductor electrodes. Int.",123/10.1088/1361-6528/abcf6d
1988/2115,"Wang, X.-D. et al. In situ construction of a Cs2SnI6 perovskite nanocrystal/SnS2  nanosheet heterojunction with boosted interfacial charge transfer. J. Am. Chem. Soc.","J. Hydrogen Energy 31, 1999–2017 (2006). 381. Wang, X.-D. et al. In situ construction of a Cs2SnI6 perovskite nanocrystal/SnS2  nanosheet heterojunction with boosted interfacial charge transfer. J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1990/2115,"Burton, L. A. et al. Electronic and optical properties of single crystal SnS 2: an earth- abundant disulfide photocatalyst. J. Mater. Chem.","141, 13434–13441 (2019). 382. Burton, L. A. et al. Electronic and optical properties of single crystal SnS 2: an earth- abundant disulfide photocatalyst. J. Mater. Chem.",123/10.1088/1361-6528/abcf6d
1994/2115,"Bhosale, S. S. et al. Mechanism of Photocatalytic CO2 Reduction by Bismuth-Based  Perovskite Nanocrystals at the Gas-Solid Interface. J. Am. Chem. Soc. (2019). 385.","A 6, 11205–11214  (2018). 384. Bhosale, S. S. et al. Mechanism of Photocatalytic CO2 Reduction by Bismuth-Based  Perovskite Nanocrystals at the Gas-Solid Interface. J. Am. Chem. Soc. (2019). 385.",123/10.1088/1361-6528/abcf6d
1998/2115,"Guo, Y. et al. Stable Lead-Free (CH3NH3) 3Bi2I9 Perovskite for Photocatalytic  Hydrogen Generation. ACS Sustain. Chem.","Wang, T., Yue, D., Li, X. & Zhao, Y. Lead-free double perovskite Cs2AgBiBr6/RGO  composite for efficient visible light photocatalytic H2 evolution. Appl. Catal. B  Environ. 268, 118399 (2020). 387. Guo, Y. et al. Stable Lead-Free (CH3NH3) 3Bi2I9 Perovskite for Photocatalytic  Hydrogen Generation. ACS Sustain. Chem.",123/10.1088/1361-6528/abcf6d
2000/2115,"Pan, L. et al. Boosting the performance of Cu 2 O photocathodes for unassisted solar  water splitting devices. Nat. Catal.","Eng. 7, 15080–15085 (2019). 388. Pan, L. et al. Boosting the performance of Cu 2 O photocathodes for unassisted solar  water splitting devices. Nat. Catal.",123/10.1088/1361-6528/abcf6d
2002/2115,"Zhang, Z. et al. Stable and Highly Efficient Photocatalysis with Lead-Free Double- Perovskite of Cs2AgBiBr6. Angew. Chemie - Int.","1, 412–420 (2018).161 389. Zhang, Z. et al. Stable and Highly Efficient Photocatalysis with Lead-Free Double- Perovskite of Cs2AgBiBr6. Angew. Chemie - Int.",123/10.1088/1361-6528/abcf6d
2006/2115,"Bu, Y., Xu, J., Li, Y., Liu, Q. & Zhang, X. Enhanced photocatalytic activity of BiOI  under visible light irradiation by the modification of MoS 2.","42, 18236– 18241 (2018). 391. Bu, Y., Xu, J., Li, Y., Liu, Q. & Zhang, X. Enhanced photocatalytic activity of BiOI  under visible light irradiation by the modification of MoS 2.",123/10.1088/1361-6528/abcf6d
2008/2115,"Tamilselvan, M. & Bhattacharyya, A. J. Antimony sulphoiodide (SbSI), a narrow  band-gap non-oxide ternary semiconductor with efficient photocatalytic activity.","RSC Adv. 7, 42398–42406  (2017). 392. Tamilselvan, M. & Bhattacharyya, A. J. Antimony sulphoiodide (SbSI), a narrow  band-gap non-oxide ternary semiconductor with efficient photocatalytic activity.",123/10.1088/1361-6528/abcf6d
2014/2115,"Zhang, L., Wang, W., Jiang, D., Gao, E. & Sun, S. Photoreduction of CO2 on BiOCl  nanoplates with the assistance of photoinduced oxygen vacancies.","ChemCatChem 8, 3074–3081 (2016). 395. Zhang, L., Wang, W., Jiang, D., Gao, E. & Sun, S. Photoreduction of CO2 on BiOCl  nanoplates with the assistance of photoinduced oxygen vacancies.",123/10.1088/1361-6528/abcf6d
2016/2115,"Hahn, N. T., Hoang, S., Self, J. L. & Mullins, C. B. Spray pyrolysis deposition and  photoelectrochemical properties of n-type BiOI nanoplatelet thin films.","Nano Res. 8, 821– 831 (2015). 396. Hahn, N. T., Hoang, S., Self, J. L. & Mullins, C. B. Spray pyrolysis deposition and  photoelectrochemical properties of n-type BiOI nanoplatelet thin films.",123/10.1088/1361-6528/abcf6d
2036/2115,"Birowosuto, M. D. et al. X-ray scintillation in lead halide perovskite crystals.","ACS Photonics 5, 3748–3762  (2018). 406. Birowosuto, M. D. et al. X-ray scintillation in lead halide perovskite crystals.",123/10.1088/1361-6528/abcf6d
2038/2115,"Dmitriyev, Y. N., Bennett, P. R., Cirignano, L. J., Klugerman, M. B. & Shah, K. S.  Bismuth iodide crystals as a detector material: Some optical and electrical properties.  in Hard X-Ray, Gamma-Ray, and Neutron Detector Physics vol.","Sci. Rep.  6, 37254 (2016). 407. Dmitriyev, Y. N., Bennett, P. R., Cirignano, L. J., Klugerman, M. B. & Shah, K. S.  Bismuth iodide crystals as a detector material: Some optical and electrical properties.  in Hard X-Ray, Gamma-Ray, and Neutron Detector Physics vol.",123/10.1088/1361-6528/abcf6d
2048/2115,"Podraza, N. J. et al. Band gap and structure of single crystal BiI3: Resolving  discrepancies in literature. J. Appl.","Sci. 49, 2517–2520 (2002). 411. Podraza, N. J. et al. Band gap and structure of single crystal BiI3: Resolving  discrepancies in literature. J. Appl.",123/10.1088/1361-6528/abcf6d
2059/2115,"Ivanov, Y. M. et al. The possibilities of using semi-insulating CdTe crystals as  detecting material for X-ray imaging radiography.","Phys. 39, 608–622 (2012). 418. Ivanov, Y. M. et al. The possibilities of using semi-insulating CdTe crystals as  detecting material for X-ray imaging radiography.",123/10.1088/1361-6528/abcf6d
2083/2115,"Kagan, C. R., Mitzi, D. B. & Dimitrakopoulos, C. D. Organic-inorganic hybrid  materials as semiconducting channels in thin-film field-effect transistors.","Wu, T., Pisula, W., Rashid, M. Y. A. & Gao, P. Application of Perovskite-Structured  Materials in Field-Effect Transistors. Adv. Electron. Mater. 5, 1900444 (2019). 430. Kagan, C. R., Mitzi, D. B. & Dimitrakopoulos, C. D. Organic-inorganic hybrid  materials as semiconducting channels in thin-film field-effect transistors.",123/10.1088/1361-6528/abcf6d
63/332,"Input parameters in our calculations (References) c-TiO2 mp-TiO2 Perovskite Spiro- OMeTAD χ [eV] 4 [30] 4 [30] 3.75 [31] 2.12 [32] Eg [eV] 3.05 [33] 3.05 [33] 1.66 [34] 3.1 [35] m⋆ e 1 1 1 1 m⋆ h 1 1 1 1 Nd/a[cm−3] 1 × 1018 variable 0 1 × 1021 µ [cm2/Vs] 0.006 [36] 0.006 [36] variable 0.0001 [37] ε 60 [38] 42.45** 60 [39] 3 [40] ℓD[nm] 4 4 variable 0.5 TABLE I: Characteristics of the considered semiconductors: TiO2, FAPbI3 (Perovskite), Spiro-OMeTAD.","(b) Typical cross-section image of the sample, obtained by means of the scanning electron microscope. Input parameters in our calculations (References) c-TiO2 mp-TiO2 Perovskite Spiro- OMeTAD χ [eV] 4 [30] 4 [30] 3.75 [31] 2.12 [32] Eg [eV] 3.05 [33] 3.05 [33] 1.66 [34] 3.1 [35] m⋆ e 1 1 1 1 m⋆ h 1 1 1 1 Nd/a[cm−3] 1 × 1018 variable 0 1 × 1021 µ [cm2/Vs] 0.006 [36] 0.006 [36] variable 0.0001 [37] ε 60 [38] 42.45** 60 [39] 3 [40] ℓD[nm] 4 4 variable 0.5 TABLE I: Characteristics of the considered semiconductors: TiO2, FAPbI3 (Perovskite), Spiro-OMeTAD.",5/10.1016/j.mtsust.2023.100548
